sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
48,72,05,1138.35,470.72,1040.13,1.59
376,281,05,1686.13,847.72,1513.97,1.57
334,220,06,900.13,361.09,854.68,1.34
316,400,06,2040.18,1176.24,1692.82,2.05
276,333,05,2635.16,1369.09,2266.5,1.77
282,273,05,1284.49,831.13,1103.19,1.7
271,383,05,438.03,508.83,290.46,2.51
335,285,06,845.36,191.74,825.74,1.24
279,303,05,1493.17,488.3,1414.78,1.39
400,239,04,887.42,463.83,807.88,1.5
338,255,06,369.12,146.02,351.14,1.33
336,275,06,880.76,257.37,852.25,1.27
113,30,06,868.15,708.58,757.74,1.53
112,40,06,2690.6,774.14,2577.16,1.34
244,237,06,3665.11,1578.66,3350.35,1.53
211,59,05,2844.64,2042.59,2313.93,1.89
210,69,05,1351.86,878.69,1110.34,1.88
113,110,04,934.25,440.06,843.06,1.57
253,147,06,80.96,49.07,73.68,1.48
257,107,06,1883.02,1202.92,1564.91,1.83
362,151,04,2388.46,1703.03,1869.19,2.05
14,94,06,1619.52,768.18,1510.31,1.41
242,257,06,1804.65,798.95,1625.72,1.6
309,224,06,3781.03,1461.98,3578.89,1.36
312,194,06,1266.1,610.83,1172.15,1.43
96,297,06,2342.91,1492.85,1912.76,1.92
86,397,06,2133.57,986.41,1934.4,1.55
69,82,05,1327.54,1199.15,1087.36,1.8
129,183,05,2316.33,935.2,2194.18,1.35
291,69,04,1441.88,974.31,1192.28,1.85
189,292,06,422.31,359.64,346.58,1.83
371,141,04,2718.75,1979.67,2208.31,1.85
354,311,04,1804.35,807.79,1679.31,1.43
312,112,06,570.63,665.94,356.77,2.57
362,231,04,656.53,556.64,455.7,2.68
313,102,06,837.0,581.66,668.97,2.05
322,77,04,1166.6,722.09,1030.27,1.61
351,341,04,2397.86,1197.64,2142.49,1.6
128,16,05,181.02,231.39,140.91,1.95
366,36,06,890.34,596.0,748.95,1.77
308,240,04,877.45,672.57,684.06,2.08
91,280,04,1985.24,1295.09,1675.09,1.76
95,240,04,2846.7,1502.26,2524.16,1.61
91,334,06,2061.81,1365.08,1739.86,1.76
224,51,05,1018.13,641.45,862.39,1.77
26,199,05,1563.45,962.96,1327.06,1.87
70,90,04,2339.43,1271.05,2035.44,1.7
77,20,04,1969.29,912.21,1824.5,1.44
192,64,06,1221.05,925.73,999.81,1.83
78,142,04,1197.15,765.31,1065.04,1.61
69,232,04,3218.45,1966.78,2702.03,1.81
127,293,06,562.33,445.45,413.47,2.53
68,242,04,1297.7,673.94,1154.21,1.61
64,282,04,2318.87,1491.93,1891.94,1.91
59,332,04,1272.79,509.86,1194.21,1.4
58,52,04,951.3,681.46,760.83,2.01
65,258,05,1524.85,1027.46,1286.94,1.81
78,128,05,2497.08,1012.7,2342.91,1.4
77,138,05,3126.7,1322.38,2871.65,1.51
66,248,05,938.38,611.73,793.99,1.74
354,79,04,2512.28,864.8,2395.99,1.34
400,64,05,1987.69,1352.16,1682.73,1.73
139,392,04,921.23,499.48,808.31,1.67
291,242,05,2943.4,1222.26,2691.43,1.53
246,52,06,2088.85,548.66,2016.12,1.31
243,82,06,1456.81,1048.92,1275.68,1.56
248,32,06,1626.82,735.15,1521.48,1.4
133,166,06,1898.77,1359.61,1577.59,1.79
291,26,05,3044.78,1525.23,2717.19,1.6
110,396,06,2082.56,825.18,1960.12,1.39
5,130,04,2155.64,1089.74,1947.48,1.54
68,172,04,679.93,615.79,528.1,2.07
368,264,04,1177.15,485.51,1080.49,1.52
378,164,04,1998.89,1404.92,1648.58,1.83
172,385,04,422.89,342.67,346.77,1.84
169,383,04,1118.95,660.92,968.69,1.81
48,372,04,1375.56,1058.89,1168.62,1.69
51,322,04,3670.52,2024.02,3200.9,1.69
364,124,06,517.96,425.26,365.93,2.6
354,224,06,2900.17,1161.22,2747.71,1.35
58,272,04,1084.64,785.51,898.1,1.83
116,333,06,1797.67,576.18,1704.22,1.4
114,353,06,880.88,397.74,816.5,1.44
49,362,04,1058.1,816.81,822.0,2.07
66,192,04,2043.87,990.2,1827.22,1.6
188,24,06,2389.22,1278.64,2197.84,1.44
184,64,06,1969.77,1059.08,1722.25,1.69
161,391,06,781.85,875.44,696.72,1.43
172,281,06,345.13,385.83,227.25,2.62
184,161,06,2008.76,1067.9,1844.1,1.45
312,95,04,3489.96,1858.7,3041.2,1.7
176,241,06,2660.74,1071.95,2452.76,1.52
371,245,06,548.36,542.02,381.97,2.37
196,214,04,671.32,305.49,633.54,1.35
183,344,04,89.01,139.06,57.72,2.27
316,351,04,2171.99,1341.53,1815.12,1.85
322,291,04,994.08,614.98,898.09,1.49
330,334,05,1158.03,449.08,1106.72,1.31
351,124,05,921.96,575.67,856.03,1.39
273,297,06,2502.98,1380.67,2241.65,1.58
312,391,04,771.5,370.26,720.07,1.41
400,272,06,2957.61,1662.54,2593.85,1.64
279,237,06,3094.41,1140.19,2938.85,1.36
264,102,06,277.64,302.3,204.33,2.16
324,271,04,1735.87,752.63,1588.97,1.53
287,157,06,2673.43,749.29,2553.27,1.38
242,322,06,1956.89,993.74,1707.71,1.71
70,36,06,2432.95,1340.46,2111.54,1.71
378,52,05,2278.58,1373.23,2023.3,1.56
312,9,05,1227.78,509.88,1151.76,1.4
391,304,04,128.48,282.46,64.92,2.63
256,390,06,1746.84,1356.27,1474.5,1.71
138,397,06,1538.8,649.9,1420.61,1.49
257,380,06,2307.33,976.68,2104.79,1.55
48,370,05,2025.65,1318.48,1730.01,1.71
354,387,05,745.15,1095.42,588.66,1.7
240,113,05,1933.09,686.04,1832.34,1.37
397,272,04,2893.68,1693.1,2457.92,1.85
388,362,04,3607.89,1630.24,3280.18,1.54
385,392,04,1985.08,1101.44,1736.16,1.75
304,253,06,600.7,163.95,573.98,1.4
316,133,06,2437.51,1304.73,2110.23,1.75
358,48,04,1313.48,1133.06,1046.05,1.83
311,183,06,576.6,423.78,506.82,1.58
77,166,05,2928.43,1862.13,2473.5,1.76
68,256,05,1562.17,996.84,1342.64,1.72
67,266,05,2776.4,924.4,2633.82,1.38
378,355,04,2325.15,1461.43,2036.53,1.61
69,246,05,617.11,479.18,521.59,1.69
194,198,06,739.92,443.07,631.02,1.74
378,94,04,1511.24,841.82,1319.33,1.66
57,366,05,771.69,408.66,685.17,1.61
199,148,06,631.1,303.68,571.12,1.62
288,52,04,2935.26,1032.34,2751.54,1.44
32,93,06,575.97,110.0,568.31,1.17
77,91,04,1559.23,1428.16,1240.61,1.84
188,258,06,1184.13,699.58,1015.32,1.77
71,324,04,804.7,428.42,724.83,1.55
70,334,04,441.95,440.69,341.58,1.95
83,204,04,442.89,456.05,308.76,2.39
176,378,06,1469.65,973.13,1245.78,1.73
248,169,05,1906.19,990.3,1709.76,1.57
246,189,05,728.88,550.15,665.56,1.43
178,368,04,1033.88,553.7,906.02,1.72
237,279,05,4024.65,1513.57,3749.27,1.46
225,399,05,1986.2,641.16,1897.44,1.34
64,59,05,2222.59,1503.93,1856.17,1.78
65,49,05,3169.59,1112.87,3012.08,1.36
129,42,04,141.24,114.48,127.51,1.45
128,52,04,1360.84,897.17,1123.05,1.92
327,232,05,402.02,596.59,254.57,2.51
336,142,05,2818.55,1317.68,2564.02,1.53
329,212,05,2632.53,1221.1,2359.48,1.67
397,246,04,2957.01,1642.72,2509.0,1.82
383,386,04,1414.74,1130.75,1105.65,1.99
154,192,05,2499.86,859.08,2339.49,1.46
20,42,06,1202.57,798.38,1031.36,1.66
15,142,05,1460.64,583.66,1373.66,1.39
19,102,05,1197.44,751.52,959.43,2.11
21,32,06,60.17,173.53,27.61,2.31
202,164,04,3190.81,2146.8,2666.58,1.79
374,395,05,197.79,141.84,147.52,2.61
378,355,05,2405.0,883.34,2254.94,1.43
110,95,04,2828.77,1836.9,2325.77,1.89
212,166,04,1427.75,930.1,1169.86,1.87
202,266,04,391.27,423.08,298.18,1.99
287,16,05,1577.63,766.72,1415.81,1.58
151,329,04,311.82,381.86,169.52,3.51
161,229,04,3191.81,1685.12,2792.8,1.68
246,79,06,1191.49,715.47,1009.16,2.1
248,59,06,1194.14,918.1,1019.56,1.66
316,164,06,528.58,577.36,369.55,2.22
319,134,06,668.57,724.69,347.65,3.65
86,16,05,1063.55,647.18,963.42,1.53
96,59,04,2135.74,1326.6,1817.38,1.73
95,69,04,259.51,392.93,126.84,3.21
258,77,04,1270.34,914.86,1078.7,1.72
94,79,04,196.37,154.96,152.71,1.99
188,114,05,770.03,410.5,705.88,1.46
151,133,04,1522.39,1022.12,1300.42,1.72
166,334,05,2129.0,742.24,2017.35,1.38
271,7,04,2414.56,1825.98,2040.62,1.68
164,354,05,2500.56,629.51,2418.15,1.3
258,191,06,3125.69,1742.9,2697.36,1.73
248,291,06,2915.28,1493.69,2653.97,1.51
329,362,05,2329.5,1566.65,1880.0,1.95
198,65,05,1218.19,614.27,1104.47,1.53
130,290,06,525.62,275.94,480.16,1.49
272,360,05,528.47,377.33,462.35,1.6
297,110,05,1391.94,775.33,1244.5,1.58
276,320,05,1157.11,595.05,1010.11,1.86
259,181,06,1123.07,345.52,1074.39,1.34
248,400,06,1291.08,966.02,1113.17,1.63
287,210,05,1911.09,1320.6,1589.04,1.8
258,300,06,2713.05,1703.38,2360.83,1.63
317,397,04,1173.74,900.86,978.13,1.78
256,320,06,1463.32,503.28,1398.82,1.33
245,225,06,2528.11,1307.6,2150.93,1.83
237,305,06,4107.46,1165.22,3961.18,1.3
327,297,04,4006.58,1901.26,3606.64,1.58
282,77,06,1951.4,1132.57,1688.75,1.7
284,57,06,450.79,295.18,382.96,1.71
271,128,06,1634.54,1024.52,1419.39,1.65
329,277,04,3270.03,2116.43,2760.55,1.75
385,203,05,1707.47,775.61,1588.75,1.42
390,153,05,735.02,511.03,587.84,2.18
392,133,05,2805.29,1796.36,2260.8,2.05
372,333,05,2281.65,1054.53,2071.09,1.55
240,275,06,1081.12,354.1,1036.94,1.32
151,288,04,2493.14,1608.63,2073.14,1.83
142,378,04,1883.23,1492.2,1440.35,2.1
169,108,04,1247.98,532.81,1162.68,1.43
243,245,06,1942.03,1092.26,1679.82,1.7
158,95,05,1983.62,1138.31,1711.72,1.7
276,335,04,1100.85,548.33,1035.85,1.35
107,297,05,367.53,441.1,255.2,2.37
141,68,04,572.51,575.61,422.43,2.14
158,334,05,650.15,504.39,529.12,1.85
176,154,05,383.22,473.13,243.44,2.38
128,372,05,3700.95,1429.84,3477.65,1.4
271,385,04,1533.8,1186.59,1285.53,1.73
142,58,04,3132.23,1120.21,2979.07,1.35
93,13,05,775.5,469.74,715.26,1.39
91,33,05,1200.3,670.96,1092.12,1.49
246,400,05,2524.94,1752.66,2060.77,1.86
70,141,06,2018.53,1270.14,1718.99,1.75
64,201,06,1312.28,820.86,1166.32,1.56
287,225,04,2462.18,1605.52,2045.16,1.82
201,91,05,3081.58,1715.82,2712.09,1.62
70,259,04,1767.32,988.7,1567.96,1.59
65,309,04,1185.68,812.14,1017.82,1.73
73,229,04,1498.27,1069.61,932.94,3.67
372,301,05,2235.85,1512.23,1857.54,1.79
248,289,05,1838.09,728.91,1723.7,1.41
237,399,05,3634.78,1025.13,3497.48,1.32
107,192,05,1443.5,1062.4,1163.03,1.94
329,48,06,787.83,655.85,655.42,1.74
327,68,06,3125.55,1444.28,2845.42,1.53
258,189,05,2902.77,1847.16,2484.69,1.71
396,86,05,1094.16,973.73,868.92,1.94
95,192,04,1725.37,1406.88,1260.22,2.31
77,372,04,891.46,639.0,767.43,1.69
78,362,04,2503.66,1412.58,2203.63,1.63
102,198,04,636.4,436.88,486.49,2.5
324,83,06,416.96,220.65,380.96,1.52
329,33,06,1441.5,730.82,1313.78,1.5
57,114,04,1123.57,379.75,1077.64,1.31
48,204,04,1703.38,731.06,1547.78,1.58
229,396,04,1995.45,1178.25,1727.73,1.69
312,207,05,662.89,343.32,611.89,1.44
322,107,05,1109.21,940.33,898.28,1.9
67,138,04,741.11,414.37,665.51,1.54
252,25,05,961.77,679.07,791.27,1.84
68,128,04,2881.68,1070.04,2652.23,1.55
56,248,04,2931.16,2367.31,2075.26,2.74
102,400,06,1523.82,860.81,1359.54,1.57
305,227,05,552.27,120.17,539.25,1.26
52,288,04,3557.6,1382.39,3320.28,1.45
400,311,06,2959.63,1736.74,2659.36,1.53
366,225,06,1466.54,598.3,1348.96,1.54
354,345,06,1547.13,1083.48,1386.82,1.5
264,102,04,269.44,273.62,197.81,2.24
242,322,04,2478.4,1517.44,2117.54,1.72
68,372,06,909.22,761.46,768.48,1.71
69,362,06,359.63,376.33,281.86,1.84
231,351,05,156.8,319.28,47.3,5.19
242,241,05,1665.97,1068.9,1393.25,1.83
374,145,06,1337.76,558.99,1230.92,1.5
245,211,05,2264.97,1074.17,2049.22,1.56
78,272,06,1616.7,950.18,1412.28,1.67
344,166,06,630.24,314.09,578.51,1.49
333,276,06,2049.3,983.68,1833.95,1.6
86,192,06,2309.2,1124.4,2042.91,1.66
196,330,06,701.73,164.64,684.4,1.25
334,266,06,2400.68,1130.06,2161.38,1.59
88,172,06,3237.6,1857.14,2803.04,1.71
322,386,06,2162.74,1075.59,1935.58,1.59
77,282,06,1719.47,926.77,1555.76,1.54
91,116,04,2620.73,1570.5,2265.84,1.68
329,316,06,2212.5,1301.31,1922.62,1.67
88,297,05,2500.23,1611.25,2093.37,1.79
78,397,05,1746.03,942.89,1553.78,1.6
79,387,05,1497.99,392.52,1449.05,1.29
37,311,06,1719.74,684.64,1617.0,1.39
36,321,06,693.0,301.81,648.52,1.43
341,324,06,1549.13,453.05,1488.22,1.34
33,351,06,3155.3,1147.98,2943.06,1.47
351,224,06,463.31,451.68,331.05,2.26
239,37,06,1052.19,1292.8,681.21,2.54
362,114,06,2027.18,525.64,1966.43,1.27
272,248,04,2051.39,807.01,1903.99,1.47
271,258,04,373.13,454.85,249.72,2.39
69,139,05,2283.16,1464.34,1808.31,2.18
59,239,05,1015.79,592.36,904.71,1.57
48,349,05,1792.68,553.42,1718.3,1.33
281,158,04,2500.96,1405.36,2148.42,1.76
142,13,05,1683.27,712.66,1578.27,1.41
140,33,05,1064.36,544.94,794.21,2.82
141,23,05,1611.96,798.63,1459.19,1.54
70,176,05,859.57,462.04,772.31,1.55
294,385,04,3092.42,1116.2,2879.9,1.5
61,266,05,2250.48,812.27,2113.49,1.43
385,128,06,2157.69,1115.71,1964.12,1.5
94,95,04,1266.38,716.26,1090.39,1.74
188,182,05,973.22,523.25,891.43,1.47
169,372,05,1594.63,522.81,1509.64,1.4
371,268,06,2500.6,869.35,2378.58,1.35
176,86,04,2680.3,824.47,2554.45,1.37
107,98,06,2334.86,538.98,2277.25,1.25
130,142,05,2881.0,1088.06,2626.33,1.6
133,112,05,2313.56,1580.22,1930.76,1.78
372,258,06,1022.15,821.09,844.83,1.79
330,32,06,441.12,533.14,359.81,1.64
90,240,04,3557.5,1819.0,3219.67,1.53
272,141,06,1555.62,854.77,1362.21,1.69
271,151,06,495.3,574.57,352.48,2.25
287,5,05,1996.96,685.13,1893.85,1.37
225,400,05,1308.28,724.75,1167.65,1.57
241,240,05,1394.21,753.27,1226.14,1.71
242,230,05,1270.35,314.37,1236.8,1.25
188,241,04,1662.22,1018.78,1500.58,1.5
198,141,04,2703.73,897.45,2487.36,1.63
244,210,05,3161.67,1345.34,2854.31,1.61
225,214,06,905.42,488.69,818.89,1.52
151,271,05,751.31,685.97,528.91,2.47
141,371,05,2428.16,1363.07,2108.57,1.7
371,27,05,903.56,819.81,747.54,1.71
354,79,06,2438.84,1145.46,2277.35,1.4
359,29,06,1519.57,615.03,1393.73,1.52
20,65,04,350.35,449.14,180.94,3.44
91,242,05,1440.67,966.32,1213.65,1.76
95,202,05,2258.81,1425.7,1838.1,1.94
379,150,05,2264.3,1490.3,1876.16,1.83
372,248,05,414.81,366.11,327.78,1.97
371,258,05,1730.89,1157.52,1440.81,1.83
383,138,05,2805.1,1583.2,2456.64,1.67
372,379,05,1864.24,854.4,1706.07,1.51
386,239,05,2671.68,1463.22,2309.82,1.71
383,269,05,2147.15,1224.09,1860.42,1.68
248,264,04,1612.43,663.34,1494.61,1.47
245,294,04,1137.01,514.21,1056.45,1.45
26,237,04,3970.13,1262.77,3764.18,1.4
256,184,04,3802.39,1646.18,3499.04,1.49
370,399,05,633.74,388.75,563.48,1.54
20,297,04,2386.29,1014.38,2235.67,1.41
258,164,04,2566.68,1674.88,2172.46,1.75
394,159,05,652.5,169.03,632.85,1.28
112,351,04,3597.59,1728.35,3184.23,1.67
133,141,04,1796.02,1302.36,1519.18,1.77
90,64,04,2958.33,2121.14,2484.27,1.75
113,341,04,1375.49,1414.48,1119.39,1.68
112,287,05,2180.78,1126.08,1896.67,1.72
239,354,04,1342.18,841.92,1072.56,2.06
83,396,05,1001.06,537.32,923.36,1.42
95,276,05,2387.09,1611.95,1941.8,1.89
96,266,05,2380.18,1629.62,1894.84,1.99
333,68,06,2635.93,1486.5,2253.45,1.76
392,362,04,2259.33,1106.37,1980.96,1.7
397,312,04,1010.34,710.13,875.43,1.65
334,58,06,710.67,541.45,647.05,1.45
396,322,04,1265.29,766.12,1091.33,1.72
378,51,04,1328.24,704.03,1198.62,1.56
110,371,04,2680.49,1461.79,2407.83,1.55
288,299,06,2266.46,759.57,2136.53,1.42
346,41,05,376.79,217.56,350.03,1.37
345,51,05,2021.11,570.47,1949.61,1.3
320,42,06,399.7,259.25,342.93,1.7
27,114,06,885.6,712.98,811.62,1.39
96,36,06,2573.74,1552.69,2152.05,1.82
98,16,06,696.3,628.83,517.78,2.21
20,184,06,2362.86,1077.05,2190.63,1.44
91,86,06,2389.88,1565.98,1993.93,1.81
90,96,06,2616.69,1480.79,2229.11,1.79
26,279,06,2958.95,1752.47,2591.88,1.64
27,269,06,1949.52,830.85,1797.59,1.48
28,259,06,208.32,296.84,144.88,2.11
288,276,04,3004.16,1631.56,2618.78,1.69
277,386,04,1954.92,763.74,1817.3,1.48
289,266,04,2100.18,574.91,2022.97,1.32
299,166,04,1618.88,647.66,1503.83,1.46
41,23,05,936.92,409.16,871.46,1.43
194,392,06,1304.75,472.89,1227.29,1.41
198,394,06,998.83,369.41,940.93,1.4
37,48,06,1005.82,822.75,806.93,1.84
287,90,04,2612.72,1038.75,2422.71,1.48
376,378,06,2184.43,1051.71,1946.65,1.63
385,288,06,2995.94,1522.2,2703.27,1.55
388,258,06,3633.52,1665.52,3268.14,1.6
368,138,04,658.27,363.0,581.94,1.61
347,348,04,1208.03,402.85,1170.87,1.25
297,96,06,2151.28,1275.88,1842.3,1.73
68,33,04,2796.19,1487.49,2520.88,1.54
362,198,04,3271.13,2161.9,2663.37,1.9
386,278,06,2752.0,1012.25,2547.88,1.5
341,15,06,703.8,382.27,641.28,1.47
108,66,04,492.86,268.27,438.85,1.59
387,246,06,2222.31,522.72,2166.71,1.25
372,396,06,1886.46,728.6,1782.05,1.38
278,51,04,4609.81,2094.04,4138.61,1.6
385,266,06,1056.42,753.37,897.7,1.77
279,41,04,1184.38,406.07,1118.37,1.4
386,256,06,1830.47,1474.25,1340.88,2.23
133,7,05,2876.97,1958.35,2373.65,1.82
380,362,05,1046.47,814.16,819.44,2.0
378,336,06,1843.72,630.91,1752.42,1.36
271,114,05,1787.22,766.03,1654.69,1.46
328,22,06,499.31,165.35,472.59,1.42
332,94,06,2260.73,845.38,2149.46,1.35
82,107,04,2310.3,1134.21,2036.82,1.68
322,82,06,1626.48,1060.93,1439.21,1.55
211,184,06,540.16,411.85,442.05,1.81
229,51,05,707.79,327.26,664.85,1.42
225,91,05,1498.3,1138.94,1207.1,1.9
291,48,05,2378.74,1245.83,2088.72,1.67
381,350,05,267.61,62.63,261.32,1.24
386,300,05,3108.94,1997.03,2552.29,1.86
386,26,05,2034.51,1293.05,1702.59,1.79
243,324,04,1608.16,576.95,1500.3,1.47
242,334,04,2615.09,1590.92,2322.26,1.57
385,36,05,2840.43,1581.86,2491.78,1.65
371,191,04,778.88,493.0,698.29,1.52
198,129,06,1143.78,504.27,1075.98,1.37
188,229,06,2421.18,1248.75,2157.2,1.61
376,141,04,927.75,656.37,671.07,2.88
192,189,06,2184.55,1071.78,1977.37,1.54
383,56,05,2047.56,967.04,1837.23,1.59
362,281,04,2823.71,1773.47,2347.94,1.85
88,281,06,2677.41,1548.06,2268.47,1.78
48,392,05,237.72,357.75,162.09,2.12
68,192,05,1408.25,761.26,1249.55,1.62
185,259,06,1579.4,481.68,1517.08,1.32
59,282,05,652.32,531.31,521.07,1.87
178,329,06,2626.28,1134.52,2419.6,1.48
82,334,04,482.41,497.46,348.7,2.18
91,244,04,729.14,684.66,577.04,1.88
279,95,04,2496.58,1262.29,2204.14,1.71
83,324,04,556.29,463.06,448.95,1.8
172,86,04,1325.11,767.18,1135.2,1.76
21,341,06,506.78,249.39,476.42,1.35
191,202,06,2759.85,1120.21,2534.68,1.52
40,151,06,3414.32,1721.73,3007.42,1.66
179,22,05,103.0,76.71,81.66,1.97
317,48,05,644.0,676.45,212.71,8.29
321,91,06,2067.79,855.67,1920.66,1.45
20,351,06,2892.86,1121.71,2648.05,1.57
237,383,04,3007.41,1667.31,2659.82,1.63
248,273,04,935.47,449.61,854.55,1.5
249,263,04,125.01,199.32,94.03,1.83
246,293,04,3502.61,1996.71,2987.96,1.77
349,46,06,1113.13,736.99,956.32,1.66
344,96,06,1538.89,844.58,1347.63,1.65
312,246,04,3324.74,820.91,3227.97,1.28
224,14,05,1980.79,844.27,1788.88,1.62
312,245,04,2702.79,1875.19,2231.93,1.81
271,266,06,770.6,793.22,607.51,1.84
281,166,06,2911.63,1335.73,2593.29,1.65
272,256,06,2637.71,1365.56,2344.79,1.61
341,220,05,679.24,530.31,568.94,1.68
206,255,04,203.95,249.98,166.39,1.6
191,70,04,1402.43,843.56,1235.17,1.61
273,246,06,3526.27,1361.99,3231.49,1.55
130,271,04,2121.11,1341.38,1800.04,1.87
142,151,04,534.55,576.01,362.99,2.51
133,241,04,1315.01,933.45,1083.04,1.85
266,316,06,2608.38,1601.05,2231.35,1.71
51,16,04,2422.56,855.1,2282.54,1.41
351,120,05,1373.59,302.45,1343.58,1.23
141,161,04,2285.68,1349.99,2055.8,1.52
317,91,04,708.16,676.06,497.66,2.28
102,151,04,1608.21,864.01,1445.41,1.57
241,16,06,1770.82,1027.71,1576.22,1.59
239,399,05,1373.37,687.19,1246.95,1.51
67,192,04,2449.76,1223.61,2182.1,1.62
69,172,04,2997.71,1828.03,2536.74,1.8
385,378,04,2164.74,1191.85,1929.06,1.59
32,13,06,78.84,82.79,69.48,1.43
397,258,04,375.4,474.42,246.16,2.47
386,368,04,1960.73,1446.05,1602.68,1.85
258,133,06,1464.88,991.93,1202.14,1.88
244,273,06,937.96,890.08,757.02,1.89
311,65,06,2004.13,587.28,1938.14,1.28
245,263,06,2170.4,939.95,1995.68,1.49
256,153,06,1561.37,820.37,1402.56,1.56
103,210,06,1457.7,760.52,1277.36,1.67
88,189,05,607.51,504.03,544.99,1.49
69,379,05,1599.88,1407.29,1251.83,1.96
113,110,06,947.4,566.64,800.51,1.87
78,289,05,2533.95,987.41,2354.38,1.46
354,26,06,607.79,682.64,437.65,2.13
242,293,06,280.64,447.21,146.89,2.95
67,399,05,1518.67,580.38,1433.74,1.38
241,58,04,1702.73,649.5,1592.9,1.44
240,68,04,2271.07,823.45,2131.89,1.43
70,301,04,2263.63,1274.68,2011.02,1.58
192,58,05,2539.39,1380.61,2243.21,1.62
242,48,04,1747.27,1619.29,1298.88,2.07
351,56,06,3663.63,1182.52,3476.89,1.39
347,166,06,2632.64,698.7,2550.78,1.28
329,346,06,1710.7,1107.0,1531.28,1.52
324,396,06,1377.04,536.14,1312.91,1.32
232,329,06,3220.42,1717.02,2793.45,1.71
242,229,06,2526.14,1513.57,2085.22,1.9
191,133,05,1931.25,1235.79,1652.14,1.7
153,390,05,569.75,457.59,479.27,1.78
164,280,05,908.98,719.58,710.61,2.02
159,330,05,429.73,112.97,415.59,1.3
52,2,05,935.3,325.27,800.1,2.21
293,188,06,1073.99,796.68,872.39,2.08
287,248,06,2199.97,1152.35,1938.65,1.66
198,378,04,2608.64,1591.68,2161.43,1.87
284,278,06,653.48,530.44,541.32,1.73
257,142,04,985.71,810.63,831.44,1.68
252,192,04,2695.19,1248.05,2424.11,1.6
244,26,06,1230.75,644.48,1119.21,1.51
245,16,06,943.19,588.77,846.65,1.54
276,358,06,787.53,767.23,589.1,2.19
259,372,06,1485.34,550.73,1405.99,1.4
279,172,06,837.08,533.49,717.64,1.73
257,392,06,749.55,806.54,573.21,1.93
130,248,06,2884.15,1611.5,2580.52,1.58
142,128,06,3642.32,1730.11,3300.95,1.55
400,69,06,1715.72,1075.91,1425.0,1.83
151,259,06,2481.75,1110.56,2317.93,1.41
141,359,06,1903.44,918.77,1708.12,1.58
152,249,06,405.78,317.67,332.86,1.83
277,192,06,3144.51,1439.75,2824.75,1.6
243,154,05,1761.8,713.61,1661.49,1.37
246,124,05,829.97,562.09,766.27,1.39
224,344,05,816.71,494.8,708.89,1.66
133,383,06,494.99,461.85,336.03,2.62
28,351,04,2653.38,779.83,2540.8,1.35
36,271,04,1637.61,1106.14,1384.43,1.77
142,293,06,562.03,438.74,455.56,1.91
26,371,04,2830.06,2050.51,2261.8,1.93
400,202,05,1861.09,1329.41,1564.13,1.75
48,151,04,901.1,843.63,723.75,1.81
390,324,06,422.24,361.4,329.24,1.98
291,82,05,188.49,268.68,131.78,2.03
344,288,06,998.23,438.17,943.19,1.37
90,234,05,1093.29,376.13,1050.67,1.3
91,224,05,2790.65,1732.08,2335.73,1.82
158,133,06,1440.47,1068.19,1207.3,1.74
133,5,04,2351.52,1312.13,2132.91,1.5
56,65,06,672.6,496.77,576.28,1.67
91,400,04,554.39,563.25,442.0,1.78
355,159,05,357.22,263.43,312.96,1.57
333,379,05,429.25,468.95,302.52,2.27
334,369,05,1209.97,511.32,1124.64,1.44
93,204,05,1803.0,669.74,1711.55,1.35
139,323,06,542.55,141.98,512.75,1.48
386,225,06,2838.69,1935.76,2232.5,2.04
347,258,06,1741.26,981.16,1559.8,1.56
48,224,05,3404.95,1693.32,2990.72,1.69
378,305,06,2012.76,1034.88,1801.44,1.58
145,263,06,447.04,473.14,414.4,1.31
338,348,06,405.63,69.11,400.56,1.17
188,243,06,1922.45,808.65,1767.79,1.5
102,319,04,1243.86,172.67,1231.87,1.15
344,20,05,2319.0,633.1,2246.36,1.28
354,235,06,828.28,482.53,708.05,2.12
294,52,05,1512.25,659.71,1402.27,1.45
231,334,04,1826.21,1045.61,1591.41,1.66
244,204,04,1875.23,677.67,1754.72,1.44
347,305,06,204.53,284.18,133.52,2.19
229,380,05,703.01,439.1,624.54,1.61
102,172,04,1908.38,677.8,1810.2,1.37
371,13,05,1375.8,875.0,1226.53,1.52
248,151,06,577.76,571.61,420.63,2.28
183,49,05,382.83,184.01,343.72,1.68
229,341,06,1080.57,582.24,979.79,1.51
340,235,06,562.6,256.17,508.13,1.85
228,351,06,1091.69,529.86,998.24,1.52
312,329,05,2085.96,1172.73,1821.39,1.67
322,229,05,2234.98,1231.81,2010.42,1.54
257,280,05,1666.2,1669.44,1257.6,1.99
321,239,05,1635.83,933.95,1474.15,1.52
346,290,06,774.73,415.33,728.15,1.34
233,27,05,1287.86,642.16,1064.83,2.06
246,390,05,2858.95,1728.07,2396.62,1.84
248,301,04,2375.57,1101.63,2147.7,1.56
264,141,04,2222.61,939.06,2019.08,1.61
26,287,04,2384.56,1182.1,2109.12,1.65
241,371,04,1823.33,1109.64,1609.24,1.61
243,351,04,2922.93,1228.37,2700.41,1.48
257,211,04,2700.0,1487.19,2370.63,1.66
262,161,04,1412.31,735.7,1295.68,1.46
