sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
91,176,04,1999.0,998.45,1784.63,1.6
245,400,06,1183.54,613.0,1064.87,1.55
272,130,06,1316.12,923.73,1099.3,1.77
243,329,04,1544.9,775.95,1416.66,1.48
240,359,04,647.12,976.39,500.49,1.75
91,372,06,1139.59,621.83,1032.64,1.51
96,322,06,2694.61,1471.24,2385.05,1.62
41,290,05,380.42,61.49,376.05,1.16
49,210,05,507.4,482.75,344.7,2.82
192,87,05,1664.11,490.45,1596.0,1.33
59,110,05,968.64,613.65,857.82,1.56
194,67,05,1139.0,512.35,1045.58,1.49
33,370,05,1530.22,203.9,1517.27,1.14
341,41,06,369.46,247.03,328.18,1.51
340,51,06,2644.2,663.83,2568.63,1.27
110,142,05,313.91,379.49,219.08,2.29
366,57,04,658.18,265.2,610.14,1.47
297,95,06,1437.23,746.57,1289.36,1.57
380,133,05,1667.54,716.55,1526.45,1.52
383,103,05,1614.09,683.76,1507.38,1.42
313,138,04,270.67,262.34,119.22,5.17
82,336,06,1231.77,1294.3,1003.8,1.68
91,246,06,1448.62,854.61,1247.43,1.78
288,68,06,1725.27,621.69,1636.5,1.37
90,256,06,1030.77,817.95,870.16,1.7
287,78,06,1586.08,730.32,1442.56,1.53
308,243,04,1572.94,744.3,1344.83,1.87
192,245,04,760.97,678.13,590.57,1.96
181,355,04,618.0,574.19,475.13,1.93
194,225,04,821.47,850.01,648.16,1.83
329,380,04,1845.67,970.58,1673.95,1.51
161,225,06,1428.17,546.0,1315.55,1.53
293,278,06,158.89,167.96,121.5,2.1
292,288,06,813.21,503.27,645.78,2.08
258,95,05,912.98,704.67,756.76,1.77
322,237,04,3575.27,1269.74,3382.77,1.38
107,177,04,1806.5,1044.17,1600.05,1.58
24,141,06,1743.85,695.77,1610.82,1.49
71,240,05,1203.17,801.95,1060.82,1.56
82,130,05,976.82,519.48,848.81,1.7
23,151,06,1101.4,385.82,1040.32,1.4
142,28,04,1877.0,510.11,1806.83,1.32
88,245,04,1051.0,753.82,921.42,1.58
311,347,04,1488.18,570.4,1365.75,1.56
90,317,05,1502.86,506.95,1407.76,1.46
204,242,05,709.43,525.79,568.09,1.98
151,397,06,495.47,396.25,403.99,1.83
237,266,06,2329.65,788.23,2220.36,1.35
225,386,06,1675.53,771.1,1536.19,1.5
378,290,05,1384.44,1309.05,1096.43,1.81
379,280,05,1377.6,570.0,1293.28,1.4
72,91,06,1801.46,514.31,1720.42,1.37
229,346,06,2044.44,934.11,1888.47,1.45
130,52,06,1680.33,891.19,1476.63,1.65
246,176,06,1708.88,1021.14,1505.5,1.59
400,138,05,1587.71,599.25,1477.5,1.47
397,366,06,1072.98,634.51,956.6,1.55
68,107,04,529.94,618.59,330.39,2.97
281,385,05,700.67,504.64,590.68,1.73
189,69,05,1600.73,750.95,1326.64,2.16
297,225,05,2016.75,802.86,1886.61,1.42
284,355,05,406.85,575.0,195.86,3.01
51,277,04,1068.33,542.66,991.39,1.41
65,137,04,1601.78,426.9,1553.15,1.28
51,354,04,3516.22,916.63,3399.27,1.3
214,196,05,647.7,166.83,627.38,1.28
82,29,06,969.3,731.16,803.94,1.75
20,225,05,1336.5,787.82,1194.11,1.55
64,224,04,1619.68,1326.21,1256.71,1.98
297,98,06,2268.5,1512.54,2014.85,1.55
66,204,04,330.14,288.66,199.75,3.39
397,313,06,1409.47,1163.2,1227.38,1.55
390,383,06,1640.34,916.88,1455.34,1.6
169,272,05,1390.05,736.65,1200.89,1.74
70,164,04,1691.98,941.8,1483.14,1.65
258,26,05,844.02,454.9,769.55,1.51
259,16,05,1934.75,485.51,1868.87,1.31
257,36,05,1015.55,1102.58,831.03,1.69
394,343,06,393.26,233.26,342.0,1.71
26,59,06,464.79,472.35,353.73,2.0
333,90,06,1714.17,665.6,1601.15,1.44
239,246,06,2832.0,810.13,2702.89,1.37
142,321,04,1497.61,590.97,1410.13,1.39
294,336,05,1139.12,996.17,863.19,2.01
354,161,05,488.7,567.36,286.0,2.88
333,371,05,1174.02,882.12,974.52,1.76
135,385,05,1527.76,1249.59,1158.04,2.11
341,291,05,409.14,504.47,292.71,1.99
113,396,04,1150.38,657.83,1034.23,1.51
128,246,04,2015.5,873.59,1833.16,1.55
383,25,05,2699.56,1233.1,2411.57,1.62
276,9,06,1455.59,664.65,1350.0,1.44
161,332,04,584.93,370.58,490.77,1.9
300,131,04,1180.41,663.16,1061.37,1.54
83,334,04,1084.5,214.13,1066.73,1.19
96,204,04,2002.59,496.9,1940.27,1.29
94,224,04,712.74,662.15,500.26,2.26
281,242,05,882.25,965.08,640.51,2.18
280,252,05,357.03,331.86,219.24,3.28
90,264,04,968.88,561.03,871.06,1.54
273,322,05,2201.5,1024.06,2018.98,1.49
95,193,04,1154.5,505.61,1088.2,1.37
291,142,05,2066.18,1327.02,1766.26,1.71
96,183,04,1194.44,905.31,954.93,1.89
142,376,04,1177.11,382.36,1120.74,1.37
88,263,04,832.08,466.6,765.13,1.56
153,266,04,1267.01,543.12,1166.7,1.56
70,130,06,727.65,453.44,625.01,1.78
141,386,04,1884.82,798.53,1725.73,1.53
344,345,06,449.48,215.74,415.91,1.44
20,59,05,625.69,563.88,478.25,1.97
367,115,06,471.77,360.82,379.65,1.98
69,70,05,788.21,707.68,601.33,2.02
256,334,06,1641.49,1026.42,1379.49,1.87
278,114,06,1515.89,635.78,1413.25,1.43
157,172,04,1201.74,453.2,1129.03,1.41
145,292,04,536.07,1003.63,237.38,3.05
271,113,05,1340.85,770.82,1206.65,1.52
379,69,05,826.45,642.63,670.61,1.83
378,79,05,1271.45,787.82,1139.52,1.52
329,153,05,756.11,628.09,632.02,1.8
391,9,05,440.74,397.66,382.32,1.53
96,400,05,1851.91,1196.34,1599.87,1.66
78,27,04,1279.8,781.1,1108.41,1.68
77,37,04,2088.11,1103.32,1886.12,1.52
390,26,05,1878.74,852.36,1709.75,1.53
14,25,06,752.38,329.64,699.67,1.44
36,133,04,2130.31,984.47,1893.61,1.65
107,29,05,2466.6,1304.65,2179.67,1.62
103,69,05,1380.8,641.17,1247.87,1.57
388,65,04,2251.38,1815.83,1767.53,1.93
102,248,05,1389.5,581.41,1293.61,1.44
385,95,04,2174.23,1243.53,1945.0,1.55
181,13,05,658.54,322.88,611.36,1.41
69,245,04,669.63,569.82,514.04,2.06
290,86,04,704.1,520.25,586.11,1.74
65,285,04,1639.16,573.72,1315.82,2.9
151,67,04,1487.93,433.59,1439.78,1.27
297,16,04,2077.34,880.61,1910.31,1.5
228,299,04,463.55,212.47,424.38,1.5
360,275,06,682.8,252.61,650.1,1.34
354,335,06,780.14,568.51,674.58,1.66
275,29,05,1017.07,1203.97,467.61,3.66
271,69,05,596.96,523.12,479.75,1.85
96,91,04,1599.27,1021.99,1341.69,1.79
65,20,04,323.29,426.22,160.9,3.5
372,107,04,1119.8,753.01,950.31,1.71
288,244,05,1773.4,1050.36,1581.89,1.55
279,334,05,1609.97,973.88,1427.03,1.59
376,266,05,1707.79,600.73,1608.96,1.41
297,154,05,2551.05,1093.57,2315.87,1.57
383,130,04,1235.65,778.24,1076.64,1.64
386,166,05,799.53,536.24,711.48,1.53
334,7,06,1618.4,1008.57,1382.28,1.71
378,246,05,686.12,465.54,612.01,1.53
372,240,04,1652.63,700.23,1528.97,1.47
96,33,06,2464.16,1140.27,2231.86,1.55
91,83,06,1937.64,994.62,1770.09,1.48
70,5,04,1795.9,610.25,1704.17,1.38
371,131,04,2392.41,1035.81,2225.06,1.43
284,121,06,160.91,229.93,78.46,3.06
282,141,06,1533.37,707.28,1408.4,1.48
110,169,05,1369.82,676.98,1221.33,1.61
271,251,06,2082.55,1624.93,1784.43,1.59
194,312,06,1341.06,458.82,1266.01,1.41
248,259,05,1892.57,683.9,1787.75,1.39
258,159,05,1703.87,512.81,1637.08,1.32
192,332,06,2340.34,1474.95,2020.51,1.67
246,279,05,2258.37,814.37,2109.49,1.45
88,378,05,843.8,506.73,752.44,1.55
206,285,06,465.21,199.07,433.39,1.44
245,289,05,1546.38,551.09,1458.84,1.4
28,362,06,1470.91,453.29,1400.42,1.37
369,336,05,472.47,185.31,444.17,1.4
281,151,06,364.58,324.93,303.04,1.73
36,282,06,324.27,227.16,278.78,1.68
37,91,06,1330.74,915.4,1106.73,1.79
27,372,06,1262.37,572.49,1131.66,1.61
385,110,04,675.79,433.52,585.95,1.66
86,68,04,1269.77,638.08,1136.1,1.6
88,48,04,2071.66,1075.98,1850.05,1.58
36,26,05,1415.52,1124.19,1195.91,1.66
33,56,05,859.14,556.63,723.05,1.8
266,301,06,2046.79,1097.32,1798.26,1.65
113,114,06,324.72,362.38,249.98,1.87
94,351,06,573.42,352.13,513.2,1.52
95,341,06,1041.58,720.28,909.91,1.58
192,65,06,962.49,513.56,884.84,1.46
142,346,06,1114.97,462.12,1019.32,1.74
151,256,06,608.54,538.14,499.26,1.79
139,329,04,1770.15,556.0,1694.11,1.34
152,246,06,1000.57,138.63,991.86,1.14
229,51,06,637.23,259.77,603.53,1.38
225,91,06,954.75,573.29,844.51,1.59
264,321,06,596.29,445.22,542.0,1.46
360,241,04,2126.63,1316.8,1807.05,1.76
272,241,06,1153.94,701.11,958.55,1.88
229,37,06,1573.73,369.56,1531.7,1.26
225,77,06,1801.0,927.73,1647.17,1.48
48,264,06,740.26,679.05,628.19,1.65
280,161,06,1283.13,900.42,1078.26,1.74
90,56,05,2104.93,589.56,2013.49,1.36
371,237,04,2166.17,825.6,2007.14,1.5
362,327,04,1938.47,1009.35,1725.88,1.6
137,285,04,165.91,117.71,118.81,2.49
309,129,05,806.26,161.76,788.6,1.24
320,305,04,852.48,738.66,686.96,1.79
130,224,05,1562.29,732.03,1418.14,1.54
229,151,04,1163.35,872.69,966.96,1.75
385,383,04,1184.53,664.35,1070.95,1.54
340,79,06,1602.79,545.12,1522.99,1.37
341,69,06,873.47,583.58,748.04,1.67
276,225,06,1019.65,861.79,859.38,1.73
271,275,06,2079.93,857.12,1942.79,1.42
228,161,04,2046.0,755.65,1805.82,1.85
386,5,05,1224.19,381.82,1162.5,1.41
276,91,05,735.27,545.15,611.11,1.79
388,51,04,3216.27,1194.92,3006.25,1.44
229,378,06,548.07,564.89,406.06,2.03
248,188,06,412.24,328.64,353.23,1.63
397,379,06,963.52,753.41,780.25,1.93
151,73,06,1825.2,1067.95,1647.26,1.5
64,14,06,1712.95,737.31,1561.09,1.55
127,142,05,915.8,482.74,794.9,1.86
114,272,05,885.0,709.02,764.17,1.57
248,52,04,1912.64,843.88,1757.71,1.5
102,392,05,1251.0,534.06,1157.31,1.46
291,93,05,274.02,330.99,153.52,2.81
297,33,05,2307.19,1027.68,2144.66,1.43
248,30,06,1607.11,456.44,1550.0,1.3
244,70,06,1625.28,920.03,1420.94,1.65
164,400,06,1432.38,859.87,1191.81,1.86
242,90,06,724.46,488.72,575.83,2.13
181,230,06,674.93,121.14,664.39,1.19
245,82,04,663.6,503.19,572.74,1.61
103,193,06,193.91,155.37,148.8,2.13
392,161,06,1401.87,1284.55,1080.02,1.9
388,201,06,930.75,583.15,735.6,2.32
107,153,06,1720.33,486.98,1652.84,1.33
371,371,06,712.06,902.17,413.41,2.87
33,77,06,2023.86,613.74,1932.58,1.36
183,210,06,924.91,1105.76,706.35,1.82
287,59,05,1151.09,997.74,946.27,1.73
288,49,05,886.87,980.55,692.63,1.77
311,237,04,2023.24,980.54,1883.12,1.41
58,351,05,1958.23,1004.31,1798.49,1.45
66,271,05,1198.24,463.17,1110.16,1.48
78,141,05,296.75,387.55,181.5,2.69
68,241,05,637.9,516.0,516.05,1.85
63,291,05,801.17,425.65,687.3,1.87
65,281,05,1843.33,877.91,1691.61,1.49
64,281,05,2916.32,2076.6,2476.16,1.69
288,93,04,1599.0,522.77,1528.69,1.34
64,291,05,1659.35,981.99,1441.94,1.66
58,341,05,340.39,327.85,224.74,2.77
309,225,05,315.55,356.11,203.67,2.58
269,291,05,1266.43,1049.39,1018.66,1.89
77,161,05,1836.94,715.48,1688.54,1.57
65,271,05,1534.3,794.73,1367.66,1.63
78,91,05,1405.46,978.78,1238.65,1.56
378,301,06,1727.69,514.29,1660.74,1.32
279,191,05,1744.31,664.59,1645.53,1.39
69,241,05,1694.77,902.84,1495.96,1.63
28,69,04,1677.82,802.84,1487.88,1.65
77,151,05,675.77,443.18,592.02,1.62
312,227,04,1024.42,507.47,948.88,1.44
78,151,05,733.2,433.4,651.71,1.58
69,231,05,787.33,591.66,576.69,2.34
341,288,04,2279.95,1369.2,1958.18,1.7
335,348,04,598.73,76.02,593.97,1.13
351,188,04,1813.48,619.44,1716.12,1.39
324,107,04,1941.12,996.36,1743.71,1.57
347,228,04,1350.55,632.3,1143.25,2.01
276,229,04,2101.14,1521.99,1760.76,1.74
48,56,04,809.05,598.76,683.86,1.73
271,279,04,1240.37,716.42,1092.64,1.63
133,333,04,991.92,746.05,835.94,1.7
151,153,04,990.32,411.39,917.22,1.47
376,83,05,954.18,387.85,896.36,1.39
77,64,05,1682.52,614.02,1589.68,1.39
378,63,05,1277.47,1146.39,1027.75,1.77
88,24,06,2297.43,1016.88,2085.98,1.55
351,49,05,480.53,508.73,389.82,1.68
32,240,06,871.44,234.05,841.68,1.3
23,330,06,334.85,277.31,276.24,1.73
77,83,06,1612.3,890.58,1472.28,1.45
91,332,06,1884.67,1164.29,1639.57,1.65
394,321,06,691.67,488.67,500.49,2.86
192,300,06,2056.81,845.34,1915.43,1.44
95,77,06,1490.61,930.9,1267.8,1.81
396,301,06,692.08,213.95,665.38,1.31
7,29,04,932.14,836.74,665.76,2.28
233,125,04,1181.5,421.2,1120.86,1.37
142,243,04,1779.86,929.97,1564.02,1.67
266,329,04,476.0,355.85,398.98,1.78
266,390,06,1570.75,598.0,1456.1,1.49
153,133,04,2975.5,1649.24,2634.98,1.61
91,214,06,1512.1,649.53,1421.01,1.39
98,378,05,1635.41,674.94,1512.59,1.47
282,19,05,996.16,397.51,895.05,1.73
130,141,06,2365.23,641.81,2292.47,1.27
112,321,06,1720.65,554.57,1644.1,1.34
58,68,04,2276.13,713.3,2157.57,1.4
128,16,06,176.02,240.05,126.59,2.24
51,82,06,1485.41,624.06,1387.07,1.42
139,48,04,1117.32,752.0,962.62,1.74
21,13,04,53.07,40.1,48.51,1.38
392,334,06,1635.56,870.2,1352.84,2.09
65,351,06,2263.45,1094.3,2016.6,1.64
68,321,06,1988.54,534.68,1922.05,1.29
51,133,04,1512.68,856.99,1359.61,1.53
33,313,04,787.13,408.66,655.89,1.97
63,371,06,867.65,367.28,787.62,1.59
225,77,04,2311.32,1351.79,2001.68,1.68
73,271,06,2282.65,690.67,2196.93,1.31
69,311,06,1849.04,1066.94,1623.85,1.62
71,291,06,911.47,276.09,876.04,1.31
157,279,05,1862.25,759.86,1740.97,1.42
158,269,05,781.66,811.11,556.42,2.14
159,259,05,969.8,156.84,956.4,1.19
86,141,06,834.61,437.55,727.4,1.7
64,65,05,2303.76,1198.68,2046.98,1.62
133,324,04,1775.58,616.65,1672.55,1.42
141,244,04,1480.41,568.94,1382.42,1.44
142,234,04,972.74,312.47,936.55,1.29
211,224,04,2092.24,643.96,1999.2,1.35
204,272,04,1220.27,532.2,1131.33,1.45
212,192,04,1399.66,934.98,1134.21,1.96
58,63,04,545.4,259.72,490.46,1.58
5,107,06,2271.67,915.46,2125.65,1.42
13,27,06,547.73,536.61,474.98,1.48
192,135,04,2051.36,899.79,1926.65,1.38
297,372,04,1182.75,904.42,1011.79,1.66
240,141,06,1600.01,816.26,1407.42,1.66
242,121,06,572.9,93.4,566.02,1.16
90,57,06,686.03,312.02,642.26,1.41
93,27,06,349.1,462.67,281.0,1.69
277,64,05,2166.2,518.94,2093.49,1.32
386,37,05,1881.08,1401.34,1607.21,1.64
383,67,05,2023.0,810.36,1877.14,1.46
231,258,06,1203.2,808.03,1062.7,1.56
172,242,05,579.04,657.07,401.89,2.17
241,158,06,1947.57,592.13,1859.61,1.36
256,27,06,2311.28,982.08,2131.12,1.49
233,238,06,1087.0,599.61,960.9,1.6
351,305,06,2548.93,927.08,2398.69,1.41
241,312,05,2114.33,650.58,2021.53,1.35
240,322,05,1201.15,812.07,989.46,1.94
36,385,06,1862.67,892.12,1722.04,1.44
59,155,06,1129.32,665.94,1013.95,1.51
172,68,05,736.17,605.67,568.24,2.2
311,49,05,813.81,427.0,744.22,1.48
188,52,06,2143.29,1013.24,1975.68,1.45
113,290,06,1234.43,741.64,1101.79,1.52
272,110,06,1597.45,724.57,1451.73,1.54
243,400,06,2319.57,1166.01,2083.62,1.56
130,91,06,1779.0,942.97,1578.51,1.61
135,41,06,739.78,297.46,695.5,1.39
178,256,05,1416.77,739.27,1253.77,1.71
390,91,06,1432.44,1185.07,1137.36,1.85
198,151,06,1583.33,664.77,1483.31,1.41
176,371,06,834.91,525.95,720.34,1.67
347,348,05,1119.73,149.25,1110.23,1.14
368,138,05,1002.27,1273.63,743.99,1.97
372,306,06,901.44,353.04,843.26,1.43
371,316,06,1534.59,794.17,1387.75,1.53
59,289,04,596.54,299.92,555.68,1.39
291,20,06,1847.1,480.55,1789.68,1.28
24,27,04,1090.6,739.82,857.56,2.07
151,51,06,1848.16,891.96,1701.44,1.47
20,67,04,1366.72,691.03,1233.33,1.55
59,354,04,775.47,687.72,641.92,1.72
33,44,05,1488.22,202.9,1475.27,1.14
78,164,04,2748.27,1032.45,2556.26,1.47
229,362,04,100.47,126.98,81.45,1.68
248,172,04,471.31,364.08,376.55,1.95
309,289,05,653.74,380.31,584.82,1.55
246,192,04,1156.72,796.38,971.22,1.74
68,264,04,1726.15,1030.52,1587.1,1.43
194,266,06,2259.87,856.82,2130.41,1.39
271,289,06,1159.25,550.54,1063.29,1.51
69,189,04,1124.37,395.25,1073.99,1.33
363,48,05,1402.14,634.85,1296.11,1.45
362,58,05,1616.93,643.81,1516.85,1.41
237,282,04,2342.4,1282.57,2123.42,1.51
284,159,06,134.14,106.98,109.63,1.85
371,83,06,2328.89,1420.85,2012.08,1.66
28,32,05,431.56,332.79,366.63,1.66
277,229,06,1583.41,982.13,1420.08,1.55
191,52,04,1897.84,807.2,1731.54,1.55
333,371,06,1190.45,835.8,988.64,1.78
355,151,06,1921.61,923.16,1738.27,1.55
341,291,06,428.66,390.72,320.63,2.0
51,36,05,2152.68,1082.85,1954.76,1.51
354,161,06,534.11,584.94,306.71,2.98
90,293,04,478.61,297.02,425.09,1.59
95,243,04,2239.0,961.73,2025.97,1.58
276,239,06,846.28,565.73,734.4,1.65
341,28,04,698.76,1155.9,342.44,2.8
346,32,05,313.18,329.96,244.02,1.81
341,82,05,1004.72,632.26,886.28,1.57
243,86,06,137.78,135.6,109.4,1.94
242,96,06,1704.48,1036.2,1457.12,1.81
138,320,06,922.33,431.6,857.42,1.42
372,138,06,2167.38,1703.97,1869.43,1.59
248,36,06,1460.6,591.1,1356.69,1.46
65,192,06,1321.71,776.7,1167.7,1.63
56,282,06,1155.55,280.28,1123.18,1.27
141,290,06,1786.54,584.96,1696.13,1.38
48,362,06,1317.35,815.74,1159.95,1.59
69,152,06,1527.62,442.18,1477.38,1.28
272,279,06,979.17,642.0,782.25,2.12
59,252,06,775.61,876.82,489.2,2.58
386,396,06,1616.5,914.75,1429.84,1.6
142,33,04,1277.9,503.3,1205.23,1.38
383,241,05,927.86,612.67,777.53,1.81
380,271,05,1701.8,881.19,1511.14,1.61
372,351,05,2011.93,1081.14,1816.95,1.53
372,297,06,1071.97,953.28,889.43,1.71
392,151,05,885.83,611.09,774.7,1.58
386,157,06,1842.67,1267.51,1523.97,1.8
271,271,04,834.27,1002.98,285.51,5.14
273,251,04,1178.3,321.07,1140.28,1.28
386,211,05,2716.72,1426.82,2407.9,1.62
362,397,06,1417.34,980.13,1171.51,1.8
151,59,05,732.04,441.83,655.23,1.54
154,29,05,503.77,589.94,308.22,2.53
277,211,04,1595.25,1001.63,1402.49,1.59
82,397,04,2795.33,1427.52,2447.07,1.69
378,237,06,1379.03,423.03,1311.98,1.43
39,90,05,1622.89,569.68,1537.81,1.38
266,321,04,2004.79,655.01,1912.19,1.35
96,257,04,2149.41,1727.65,1699.59,1.89
58,378,04,1381.82,620.64,1274.23,1.47
291,15,05,1090.87,540.56,999.77,1.47
312,77,06,2256.81,582.82,2177.43,1.32
59,368,04,1070.64,1185.82,781.77,2.05
297,51,06,2028.02,858.92,1894.09,1.42
298,41,06,686.88,187.16,666.59,1.26
77,188,04,1400.71,1127.49,1211.04,1.61
351,29,06,1985.13,923.71,1828.39,1.47
293,91,06,2035.8,1288.66,1728.73,1.75
151,312,06,1259.33,748.15,1130.45,1.53
172,102,06,1417.35,634.86,1330.73,1.38
68,278,04,1623.87,389.3,1584.82,1.24
90,107,06,1431.39,742.75,1318.17,1.45
166,237,05,1178.96,380.06,1125.45,1.35
155,347,05,633.12,463.91,480.75,2.12
164,257,05,1818.2,793.23,1641.89,1.64
327,201,04,695.0,539.0,579.23,1.79
282,161,04,1429.79,1071.22,1198.02,1.71
251,13,06,1301.13,183.52,1286.9,1.16
334,131,04,2292.7,989.37,2131.09,1.44
159,196,04,275.71,45.59,271.45,1.2
312,351,04,2754.05,1187.07,2546.32,1.47
107,83,05,2149.4,1145.5,1961.83,1.48
65,107,04,2174.51,1155.34,1977.44,1.5
391,348,04,666.68,157.79,636.81,1.42
23,83,04,250.73,235.89,203.57,1.84
189,351,06,984.94,541.5,884.27,1.54
186,381,06,88.13,107.4,63.76,1.91
52,336,04,483.95,315.93,405.63,1.84
157,83,04,1796.11,614.22,1695.41,1.4
65,206,04,1180.85,504.69,919.08,2.86
20,175,05,1334.65,763.23,1183.2,1.58
371,136,06,1922.13,967.47,1712.25,1.61
26,246,06,1946.43,1116.21,1717.11,1.66
23,276,06,1923.0,777.63,1790.23,1.45
239,91,04,1803.15,749.31,1481.81,2.77
241,341,04,1346.25,599.24,1225.7,1.55
95,24,04,2162.05,1056.34,1946.7,1.56
240,351,04,2843.42,1385.06,2602.24,1.48
91,64,04,670.66,484.39,572.6,1.67
245,301,04,1920.81,789.63,1780.31,1.47
48,172,06,1094.53,456.02,1024.36,1.41
269,154,05,331.51,485.47,181.33,2.98
258,264,05,899.03,711.57,787.23,1.59
28,372,06,1794.15,752.45,1672.62,1.43
26,392,06,1103.13,1334.74,825.91,1.93
386,154,05,1917.86,953.92,1719.68,1.58
379,224,05,1859.31,1214.87,1565.15,1.75
256,239,06,1190.76,640.81,1076.63,1.52
378,234,05,2313.92,978.27,2139.82,1.47
266,139,06,1549.83,637.3,1450.84,1.41
243,369,06,1110.09,329.44,1067.92,1.31
242,379,06,2102.72,1409.06,1704.7,1.89
225,48,06,626.67,522.89,506.91,1.83
322,269,05,2561.89,689.42,2452.5,1.37
376,23,05,791.55,497.47,697.82,1.57
371,73,05,1701.33,492.24,1634.22,1.32
316,329,05,2121.49,1693.24,1762.48,1.74
320,289,05,1070.71,484.37,983.68,1.48
399,79,04,1158.0,230.32,1135.76,1.22
159,15,04,735.83,269.39,697.02,1.37
70,102,06,1937.5,960.38,1756.88,1.52
151,95,04,1198.56,925.65,982.8,1.82
245,277,05,1371.55,552.38,1274.16,1.46
243,297,05,728.37,525.84,595.79,1.86
244,287,05,1402.56,704.21,1250.26,1.62
257,157,05,1467.48,842.05,1251.3,1.78
33,65,04,1762.69,1110.71,1548.69,1.59
386,69,04,143.24,223.83,85.07,2.46
70,107,05,654.05,498.46,537.32,1.81
257,229,06,1268.79,737.37,1109.41,1.65
141,108,05,1360.97,1073.28,1082.72,1.92
287,69,06,658.24,871.71,473.96,2.07
288,59,06,1725.08,1192.88,1492.34,1.61
390,322,06,2040.1,1042.87,1817.63,1.6
391,312,06,705.0,348.62,590.21,1.98
311,37,04,1464.8,521.32,1363.64,1.49
309,59,04,2102.65,1178.6,1843.34,1.64
329,210,06,1508.71,675.1,1388.37,1.48
39,273,06,1343.7,524.13,1274.82,1.35
28,383,06,2586.93,952.84,2428.38,1.42
371,324,05,1991.44,925.16,1820.1,1.51
383,204,05,1568.4,864.76,1419.26,1.51
385,329,06,1085.73,567.99,983.52,1.53
397,209,06,1486.98,766.75,1339.78,1.54
229,152,06,1389.29,393.63,1345.0,1.27
225,192,06,1169.92,648.43,1046.43,1.56
69,290,06,932.21,822.42,759.7,1.75
271,138,04,1460.04,616.58,1355.63,1.45
272,128,04,1068.99,715.11,933.52,1.62
390,279,06,1889.0,888.25,1700.1,1.58
133,142,05,1161.1,563.75,1044.52,1.58
110,372,05,175.57,242.75,119.33,2.2
133,292,04,1658.13,636.15,1552.24,1.43
130,172,05,2452.83,718.21,2348.07,1.35
322,41,04,1101.83,749.76,922.78,1.77
324,21,04,811.66,363.34,705.22,2.04
229,386,04,372.6,430.66,260.8,2.12
141,245,04,1426.1,667.95,1296.54,1.54
346,390,05,1335.0,1022.91,1105.63,1.73
69,316,06,1435.06,827.26,1292.86,1.53
336,70,04,1638.04,363.63,1604.73,1.21
334,90,04,2067.23,828.94,1902.05,1.51
278,241,06,1987.89,510.63,1933.86,1.25
288,141,06,2045.94,915.98,1910.16,1.41
287,151,06,1106.3,781.13,892.72,1.89
242,113,04,756.43,457.09,689.35,1.46
153,397,04,1192.64,459.25,1105.9,1.48
164,287,04,1501.55,1013.49,1256.08,1.88
169,237,04,2976.31,1254.95,2769.02,1.44
240,133,04,2073.39,719.32,1949.68,1.43
91,305,04,1408.26,965.07,1216.75,1.63
20,188,06,1884.83,706.31,1765.79,1.43
233,203,04,235.92,167.65,206.44,1.61
383,376,06,1243.5,774.43,1072.89,1.69
396,246,06,1206.97,572.33,1121.19,1.42
334,300,04,1486.97,1057.08,1244.9,1.73
341,230,04,572.09,542.92,467.83,1.69
324,400,04,1440.59,453.92,1378.62,1.33
77,58,05,2698.54,953.27,2531.5,1.44
78,48,05,1382.88,576.31,1280.69,1.53
351,130,04,946.5,713.72,799.34,1.69
178,80,05,659.68,419.13,587.26,1.53
59,139,06,1537.78,1902.31,1099.83,1.97
57,159,06,525.82,264.55,443.22,2.0
272,245,05,1758.08,1297.15,1461.8,1.77
192,77,05,855.12,516.6,762.42,1.57
59,202,06,1127.7,688.62,978.52,1.8
52,272,06,523.87,394.85,404.15,2.19
141,95,04,1946.78,822.88,1787.66,1.51
65,142,06,1662.68,1044.91,1476.57,1.56
327,88,06,2392.0,1185.8,2077.59,1.74
305,246,05,2444.86,784.97,2331.46,1.36
329,68,06,905.4,608.62,802.44,1.59
51,282,06,2064.94,1276.61,1776.94,1.68
48,312,06,694.99,581.85,586.33,1.68
69,102,06,1983.64,1012.57,1779.67,1.57
297,58,06,1910.21,994.66,1708.95,1.58
68,112,06,1439.43,511.72,1372.11,1.34
308,191,04,693.75,628.16,518.74,2.04
91,110,05,1135.61,967.35,938.02,1.75
90,24,06,3845.2,2151.11,3382.28,1.63
210,211,04,1839.74,856.56,1609.3,1.78
211,201,04,212.77,216.04,137.42,2.9
202,211,06,2174.77,541.4,2091.74,1.35
297,369,06,1962.5,717.42,1831.29,1.46
378,281,05,1141.4,820.98,998.15,1.59
379,271,05,928.23,873.02,690.28,2.05
299,311,06,203.15,78.13,188.4,1.52
194,394,06,520.08,684.86,412.13,1.74
40,258,06,2119.24,726.95,2010.7,1.38
41,248,06,1647.15,781.82,1530.75,1.42
51,148,06,2545.08,646.64,2454.04,1.32
110,225,04,1728.03,902.27,1554.68,1.55
176,191,04,726.43,516.44,493.08,3.13
158,371,04,905.74,708.4,731.4,1.85
161,69,05,2121.79,984.82,1933.16,1.53
362,225,06,2200.1,1584.84,1850.2,1.72
354,305,06,293.81,336.35,226.5,1.82
346,291,04,739.5,157.87,716.82,1.31
256,335,04,1498.5,585.8,1412.49,1.4
